FLUSS_KM	RW	HW	HOEHE
50.5	3932340.736	779959.354	368.92
50.5	3932339.833	779967.844	368.824
50.5	3932338.95	779976.146	368.828
50.5	3932338.776	779977.784	368.84
50.5	3932338.599	779979.448	368.852
50.5	3932337.718	779987.725	368.857
50.5	3932336.856	779995.827	368.798
50.5	3932336.659	779997.682	368.786
50.5	3932336.459	779999.566	368.773
50.5	3932335.6	780007.639	368.714
50.5	3932334.836	780014.816	368.744
50.5	3932334.551	780017.501	368.754
50.5	3932334.018	780022.51	368.775
50.5	3932333.511	780027.272	368.794
50.5	3932333.255	780029.678	368.833
50.5	3932332.696	780034.931	368.917
50.5	3932332.58	780036.027	368.931
50.5	3932331.94	780042.037	369.01
50.5	3932331.537	780045.827	369.049
50.5	3932331.306	780048.005	368.811
50.5	3932331.165	780049.329	368.686
50.5	3932331.04	780050.503	368.575
50.5	3932330.802	780052.744	368.322
50.5	3932330.458	780055.969	368.303
50.5	3932330.205	780058.351	368.289
50.5	3932330.037	780059.934	368.277
50.5	3932329.364	780066.256	368.231
50.5	3932329.113	780068.616	368.214
50.5	3932329.089	780068.839	368.212
50.5	3932329.074	780068.985	368.21
50.5	3932329.038	780069.32	368.211
50.5	3932329.005	780069.631	368.212
50.5	3932328.197	780077.223	368.246
50.5	3932328.131	780077.848	368.248
50.5	3932327.72	780081.712	368.266
50.5	3932327.218	780086.432	368.231
50.5	3932326.686	780091.429	368.195
50.5	3932326.598	780092.261	368.197
50.5	3932326.106	780096.877	368.207
50.5	3932325.569	780101.932	368.218
50.5	3932325.544	780102.163	368.219
50.5	3932325.353	780103.963	368.228
50.5	3932324.866	780108.538	368.252
50.5	3932324.827	780108.904	368.254
50.5	3932323.65	780119.973	368.311
50.5	3932323.546	780120.947	368.32
50.5	3932323.451	780121.836	368.328
50.5	3932323.31	780123.16	368.324
50.5	3932322.49	780130.87	368.283
50.5	3932322.437	780131.371	368.28
50.5	3932321.674	780138.541	368.238
50.5	3932321.513	780140.052	368.233
50.5	3932321.403	780141.092	368.412
50.5	3932320.928	780145.559	369.036
50.5	3932320.567	780148.947	369.509
50.5	3932320.359	780150.901	369.862
50.5	3932320.081	780153.513	369.887
50.5	3932319.76	780156.53	369.912
50.5	3932319.505	780158.934	369.933
50.5	3932319.164	780162.14	369.963
50.5	3932318.743	780166.094	370.002
50.5	3932318.506	780168.32	370.024
50.5	3932318.31	780170.169	370.042
50.5	3932317.854	780174.45	370.083
50.5	3932317.31	780179.561	370.127
50.5	3932317.18	780180.787	370.139
50.5	3932317.073	780181.791	370.149
50.5	3932316.502	780187.163	370.194
50.5	3932315.926	780192.574	370.24
50.5	3932315.886	780192.952	370.243
50.5	3932315.852	780193.269	370.246
50.5	3932315.269	780198.747	370.292
50.5	3932314.965	780201.604	370.304
50.5	3932314.677	780204.313	370.316
50.5	3932314.619	780204.863	370.312
50.5	3932314.39	780207.015	370.296
50.5	3932314.273	780208.116	370.268
50.5	3932314.064	780210.079	370.218
50.5	3932313.918	780211.447	370.129
50.5	3932313.732	780213.2	370.016
50.5	3932313.585	780214.58	369.927
50.5	3932313.411	780216.213	369.862
50.5	3932313.144	780218.724	369.786
50.5	3932313.024	780219.854	369.758
50.5	3932312.926	780220.775	369.735
50.5	3932312.796	780221.993	369.704
50.5	3932312.676	780223.124	369.655
50.5	3932312.532	780224.477	369.573
50.5	3932311.689	780232.405	371.693
50.5	3932311.613	780233.114	371.897
50.5	3932311.567	780233.547	372.021
50.5	3932311.418	780234.948	372.374
50.6	3932516.87	779607.985	371.133
50.6	3932515.714	779612.454	371.148
50.6	3932514.168	779618.432	371.144
50.6	3932513.669	779620.361	371.14
50.6	3932512.054	779626.607	371.101
50.6	3932509.78	779635.402	371.045
50.6	3932508.951	779638.608	371.024
50.6	3932507.226	779645.277	370.987
50.6	3932505.457	779652.118	370.948
50.6	3932503.196	779660.859	370.906
50.6	3932500.797	779670.134	370.86
50.6	3932499.492	779675.181	370.835
50.6	3932498.382	779679.473	370.821
50.6	3932497.696	779682.124	370.812
50.6	3932496.89	779685.242	370.801
50.6	3932496.095	779688.314	370.791
50.6	3932492.075	779703.859	370.735
50.6	3932491.873	779704.639	370.732
50.6	3932491.752	779705.108	370.73
50.6	3932491.066	779707.763	370.718
50.6	3932487.47	779721.665	370.661
50.6	3932486.747	779724.46	370.649
50.6	3932485.844	779727.952	370.636
50.6	3932484.698	779732.382	370.639
50.6	3932484.255	779734.099	370.64
50.6	3932484.087	779734.748	370.64
50.6	3932483.08	779738.64	370.643
50.6	3932482.26	779741.81	370.668
50.6	3932481.229	779745.797	370.7
50.6	3932480.085	779750.22	370.736
50.6	3932478.751	779755.378	370.703
50.6	3932477.943	779758.505	370.684
50.6	3932476.039	779765.865	370.637
50.6	3932474.958	779770.045	370.611
50.6	3932473.756	779774.694	370.581
50.6	3932472.06	779781.25	370.497
50.6	3932471.587	779783.081	370.474
50.6	3932470.242	779788.28	370.407
50.6	3932468.735	779794.108	370.344
50.6	3932468.71	779794.203	370.343
50.6	3932468.707	779794.218	370.342
50.6	3932466.191	779803.946	370.237
50.6	3932466.017	779804.618	370.229
50.6	3932465.784	779805.518	370.219
50.6	3932465.217	779807.711	370.193
50.6	3932464.082	779812.098	370.162
50.6	3932463.1	779815.896	370.135
50.6	3932462.384	779818.664	370.102
50.6	3932461.703	779821.298	370.044
50.6	3932460.952	779824.203	369.969
50.6	3932460.291	779826.757	369.903
50.6	3932459.516	779829.753	369.838
50.6	3932459.097	779831.374	369.174
50.6	3932458.786	779832.577	368.671
50.6	3932458.481	779833.758	368.177
50.6	3932458.056	779835.401	367.504
50.6	3932457.599	779837.168	367.449
50.6	3932457.242	779838.546	367.405
50.6	3932456.879	779839.951	367.361
50.6	3932456.429	779841.692	367.307
50.6	3932455.886	779843.79	367.238
50.6	3932455.49	779845.323	367.189
50.6	3932455.087	779846.882	367.139
50.6	3932454.55	779848.955	367.072
50.6	3932454.095	779850.715	367.013
50.6	3932453.719	779852.168	366.967
50.6	3932453.325	779853.693	366.917
50.6	3932452.887	779855.388	366.861
50.6	3932452.795	779855.741	366.846
50.6	3932452.704	779856.093	366.831
50.6	3932452.212	779857.998	366.336
50.6	3932451.769	779859.711	365.929
50.6	3932451.387	779861.188	365.578
50.6	3932450.843	779863.289	365.028
50.6	3932450.463	779864.759	363.963
50.6	3932450.237	779865.633	363.354
50.6	3932450.017	779866.485	362.759
50.6	3932449.632	779867.975	361.68
50.6	3932449.168	779869.766	361.743
50.6	3932448.955	779870.59	361.777
50.6	3932448.747	779871.394	361.811
50.6	3932448.276	779873.214	361.874
50.6	3932447.719	779875.369	361.874
50.6	3932447.489	779876.258	361.875
50.6	3932447.267	779877.117	361.875
50.6	3932446.7	779879.31	361.875
50.6	3932446.22	779881.164	363.017
50.6	3932446.066	779881.761	363.406
50.6	3932445.916	779882.342	363.784
50.6	3932445.43	779884.219	364.935
50.6	3932444.802	779886.65	365.873
50.6	3932444.598	779887.437	366.134
50.6	3932444.364	779888.342	366.436
50.6	3932443.763	779890.666	367.328
50.6	3932443.062	779893.377	367.477
50.6	3932442.822	779894.303	367.548
50.6	3932442.588	779895.21	367.617
50.6	3932441.882	779897.939	367.762
50.6	3932441.127	779900.859	367.845
50.6	3932440.943	779901.571	367.866
50.6	3932440.76	779902.276	367.888
50.6	3932440.003	779905.204	367.969
50.6	3932438.904	779909.454	368.103
50.6	3932438.753	779910.04	368.123
50.6	3932438.606	779910.607	368.142
50.6	3932437.502	779914.876	368.275
50.6	3932436.496	779918.764	368.405
50.6	3932436.465	779918.883	368.41
50.6	3932436.188	779919.958	368.446
50.6	3932434.675	779925.806	368.642
50.6	3932434.505	779926.464	368.665
50.6	3932434.433	779926.743	368.674
50.6	3932434.335	779927.12	368.686
50.6	3932432.862	779932.816	368.873
50.6	3932431.516	779938.022	369.044
50.6	3932431.291	779938.89	369.072
50.6	3932430.912	779940.356	369.093
50.6	3932429.088	779947.41	369.172
50.6	3932427.499	779953.554	369.241
50.6	3932426.885	779955.929	369.277
50.6	3932425.713	779960.46	369.239
50.6	3932424.342	779965.76	369.188
50.6	3932423.749	779968.053	369.166
50.6	3932421.82	779975.512	369.111
50.6	3932421.12	779978.22	369.106
50.6	3932419.487	779984.532	369.094
50.6	3932419.326	779985.157	369.092
50.6	3932419.079	779986.11	369.088
50.6	3932416.831	779994.804	369.069
50.6	3932415.226	780001.011	369.014
50.6	3932414.214	780004.921	368.958
50.6	3932412.68	780010.853	368.873
50.6	3932411.602	780015.023	368.826
50.6	3932410.791	780018.156	368.879
50.6	3932408.332	780027.668	369.04
50.6	3932407.752	780029.911	369.078
50.6	3932405.551	780038.418	369.216
50.6	3932405.058	780040.327	369.247
50.6	3932404.882	780041.007	369.258
50.6	3932404.694	780041.732	369.269
50.6	3932404.031	780044.297	369.239
50.6	3932401.582	780053.768	369.179
50.6	3932399.942	780060.109	369.138
50.6	3932398.631	780065.178	369.071
50.6	3932397.54	780069.396	368.79
50.6	3932396.915	780071.81	368.579
50.6	3932396.438	780073.658	368.417
50.6	3932395.168	780078.565	368.114
50.6	3932393.601	780084.626	368.063
50.6	3932393.419	780085.33	368.063
50.6	3932393.275	780085.888	368.063
50.6	3932392.069	780090.548	368.012
50.6	3932391.661	780092.129	367.996
50.6	3932389.637	780099.953	367.991
50.6	3932389.201	780101.639	367.994
50.6	3932388.572	780104.07	367.998
50.6	3932386.725	780111.212	367.999
50.6	3932385.403	780116.324	368.009
50.6	3932384.166	780121.108	368.018
50.6	3932382.353	780128.117	368.031
50.6	3932381.627	780130.924	368.036
50.6	3932381.289	780132.233	368.031
50.6	3932379.959	780137.374	368.035
50.6	3932378.711	780142.199	368.039
50.6	3932378.338	780143.644	368.042
50.6	3932378.273	780143.894	368.042
50.6	3932378.189	780144.22	368.103
50.6	3932376.454	780150.929	369.342
50.6	3932375.267	780155.516	370.189
50.6	3932374.691	780157.746	370.611
50.6	3932373.991	780160.454	370.591
50.6	3932373.259	780163.282	370.555
50.6	3932372.746	780165.268	370.529
50.6	3932371.857	780168.703	370.512
50.6	3932370.553	780173.743	370.512
50.6	3932370.394	780174.359	370.511
50.6	3932370.282	780174.793	370.51
50.6	3932369.559	780177.59	370.511
50.6	3932368.932	780180.013	370.511
50.6	3932367.333	780186.194	370.505
50.6	3932366.888	780187.916	370.503
50.6	3932366.239	780190.427	370.501
50.6	3932364.878	780195.689	370.495
50.6	3932364.04	780198.93	370.519
50.6	3932363.039	780202.798	370.545
50.6	3932361.687	780208.027	370.58
50.6	3932361.221	780209.83	370.593
50.6	3932360.921	780210.99	370.602
50.6	3932359.759	780215.483	370.65
50.6	3932358.356	780220.906	370.708
50.6	3932358.342	780220.961	370.708
50.6	3932358.338	780220.978	370.708
50.6	3932358.199	780221.513	370.7
50.6	3932357.817	780222.989	370.676
50.6	3932357.326	780224.891	370.645
50.6	3932357.305	780224.971	370.643
50.6	3932357.273	780225.093	370.63
50.6	3932357.205	780225.358	370.599
50.6	3932357.089	780225.807	370.549
50.6	3932356.107	780229.603	370.13
50.6	3932355.329	780232.611	369.797
50.6	3932355.091	780233.532	369.695
50.6	3932354.965	780234.018	369.66
50.6	3932354.704	780235.027	369.589
50.6	3932354.144	780237.195	368.945
50.6	3932353.939	780237.984	368.711
50.6	3932353.814	780238.471	368.567
50.6	3932353.61	780239.256	368.333
50.6	3932353.244	780240.671	367.912
50.6	3932352.9	780242.004	367.912
50.6	3932352.663	780242.918	367.912
50.6	3932352.147	780244.916	367.912
50.6	3932351.97	780245.6	367.979
50.6	3932351.897	780245.882	368.006
50.6	3932351.565	780247.165	368.325
50.6	3932350.849	780249.932	369.014
50.6	3932350.53	780251.166	369.322
50.6	3932350.039	780253.065	369.794
50.6	3932349.753	780254.171	369.949
50.6	3932349.54	780254.994	370.065
50.6	3932349.235	780256.175	370.123
50.6	3932348.684	780258.306	370.192
50.6	3932347.811	780261.682	370.302
50.6	3932347.81	780261.685	370.303
50.6	3932347.809	780261.689	370.304
50.6	3932347.803	780261.713	370.315
50.6	3932346.744	780265.806	372.21
50.7	3932663.432	779692.399	372.042
50.7	3932660.418	779698.065	371.777
50.7	3932658.028	779702.561	371.567
50.7	3932654.73	779708.761	371.277
50.7	3932651.289	779715.231	371.335
50.7	3932645.805	779725.543	371.314
50.7	3932643.672	779729.553	371.264
50.7	3932640.473	779735.568	371.189
50.7	3932636.301	779743.414	371.092
50.7	3932633.974	779747.788	371.116
50.7	3932631.584	779752.283	371.14
50.7	3932631.333	779752.754	371.142
50.7	3932626.256	779762.3	371.131
50.7	3932624.178	779766.208	371.127
50.7	3932621.812	779770.657	371.167
50.7	3932616.742	779780.189	371.252
50.7	3932614.278	779784.822	371.293
50.7	3932610.356	779792.197	371.346
50.7	3932608.847	779795.034	371.366
50.7	3932608.029	779796.573	371.36
50.7	3932606.948	779798.605	371.351
50.7	3932605.843	779800.683	371.345
50.7	3932604.582	779803.054	371.338
50.7	3932601.649	779808.568	371.272
50.7	3932599.77	779812.101	371.23
50.7	3932598.273	779814.916	371.196
50.7	3932595.308	779820.491	371.129
50.7	3932593.81	779823.308	371.127
50.7	3932591.77	779827.144	371.124
50.7	3932589.191	779831.992	371.061
50.7	3932587.071	779835.98	371.01
50.7	3932583.775	779842.177	370.93
50.7	3932583.052	779843.537	370.914
50.7	3932581.982	779845.548	370.889
50.7	3932580.898	779847.586	370.865
50.7	3932580.196	779848.905	370.849
50.7	3932578.065	779852.913	370.809
50.7	3932577.742	779853.521	370.803
50.7	3932573.638	779861.238	370.726
50.7	3932573.333	779861.81	370.72
50.7	3932573.319	779861.836	370.719
50.7	3932573.306	779861.861	370.719
50.7	3932573.297	779861.878	370.718
50.7	3932573.285	779861.901	370.716
50.7	3932573.261	779861.946	370.701
50.7	3932571.246	779865.735	369.359
50.7	3932569.346	779869.308	368.094
50.7	3932569.22	779869.545	368.011
50.7	3932569.09	779869.789	367.999
50.7	3932567.575	779872.638	367.886
50.7	3932566.199	779875.225	367.783
50.7	3932565.92	779875.749	367.757
50.7	3932565.643	779876.271	367.74
50.7	3932564.329	779878.741	367.657
50.7	3932563.035	779881.174	367.576
50.7	3932562.737	779881.734	367.557
50.7	3932562.39	779882.387	367.536
50.7	3932560.962	779885.072	367.446
50.7	3932559.623	779887.59	367.362
50.7	3932559.188	779888.408	367.335
50.7	3932558.819	779889.102	367.314
50.7	3932557.78	779891.054	367.249
50.7	3932556.79	779892.915	367.186
50.7	3932556.373	779893.7	367.162
50.7	3932556.201	779894.024	367.097
50.7	3932555.895	779894.6	366.981
50.7	3932555.589	779895.175	366.865
50.7	3932555.416	779895.499	366.799
50.7	3932554.848	779896.567	366.504
50.7	3932553.723	779898.683	365.915
50.7	3932552.599	779900.797	365.327
50.7	3932552.028	779901.87	365.031
50.7	3932551.662	779902.557	364.574
50.7	3932550.846	779904.092	363.583
50.7	3932550.038	779905.611	362.602
50.7	3932549.665	779906.313	362.135
50.7	3932549.132	779907.315	362.167
50.7	3932548.004	779909.436	362.234
50.7	3932546.877	779911.554	362.301
50.7	3932546.343	779912.559	362.333
50.7	3932545.638	779913.886	362.324
50.7	3932544.144	779916.695	362.305
50.7	3932542.61	779919.578	362.285
50.7	3932541.944	779920.831	362.277
50.7	3932541.638	779921.406	362.685
50.7	3932540.924	779922.749	363.614
50.7	3932540.215	779924.081	364.536
50.7	3932539.904	779924.666	364.95
50.7	3932539.455	779925.511	365.386
50.7	3932538.412	779927.471	366.376
50.7	3932537.381	779929.411	367.356
50.7	3932536.921	779930.276	367.802
50.7	3932536.377	779931.298	367.869
50.7	3932535.166	779933.575	368.024
50.7	3932533.944	779935.873	368.18
50.7	3932533.412	779936.874	368.246
50.7	3932532.885	779937.863	368.308
50.7	3932531.656	779940.175	368.455
50.7	3932530.416	779942.507	368.604
50.7	3932529.901	779943.476	368.663
50.7	3932529.564	779944.109	368.695
50.7	3932529.232	779944.732	368.726
50.7	3932528.569	779945.98	368.806
50.7	3932527.219	779948.518	368.968
50.7	3932525.838	779951.114	369.134
50.7	3932525.19	779952.333	369.211
50.7	3932524.548	779953.54	369.26
50.7	3932522.273	779957.817	369.374
50.7	3932519.957	779962.173	369.49
50.7	3932519.352	779963.31	369.531
50.7	3932519.248	779963.506	369.529
50.7	3932519.143	779963.704	369.526
50.7	3932518.867	779964.222	369.517
50.7	3932517.768	779966.289	369.474
50.7	3932516.653	779968.384	369.429
50.7	3932516.394	779968.871	369.421
50.7	3932516.132	779969.365	369.411
50.7	3932514.949	779971.589	369.364
50.7	3932513.736	779973.87	369.316
50.7	3932513.491	779974.33	369.306
50.7	3932513.14	779974.99	369.299
50.7	3932511.442	779978.183	369.231
50.7	3932509.723	779981.416	369.163
50.7	3932509.395	779982.033	369.157
50.7	3932509.133	779982.524	369.152
50.7	3932507.481	779985.631	369.152
50.7	3932505.816	779988.761	369.152
50.7	3932505.567	779989.23	369.148
50.7	3932505.194	779989.931	369.148
50.7	3932503.047	779993.968	369.196
50.7	3932500.966	779997.881	369.243
50.7	3932500.525	779998.711	369.243
50.7	3932500.152	779999.411	369.247
50.7	3932498.337	780002.824	369.272
50.7	3932496.566	780006.153	369.296
50.7	3932496.152	780006.933	369.3
50.7	3932495.713	780007.758	369.309
50.7	3932493.96	780011.053	369.348
50.7	3932492.178	780014.404	369.387
50.7	3932491.77	780015.172	369.396
50.7	3932491.328	780016.003	369.406
50.7	3932489.267	780019.879	369.451
50.7	3932487.166	780023.829	369.498
50.7	3932486.762	780024.588	369.506
50.7	3932486.008	780026.006	369.521
50.7	3932482.072	780033.406	369.597
50.7	3932477.957	780041.145	369.676
50.7	3932477.383	780042.224	369.687
50.7	3932476.985	780042.972	369.689
50.7	3932474.465	780047.711	369.675
50.7	3932472.228	780051.916	369.662
50.7	3932471.525	780053.237	369.667
50.7	3932470.566	780055.042	369.651
50.7	3932468.485	780058.955	369.555
50.7	3932466.403	780062.869	369.459
50.7	3932465.408	780064.74	369.446
50.7	3932464.813	780065.859	369.242
50.7	3932463.707	780067.937	368.85
50.7	3932462.608	780070.005	368.461
50.7	3932461.991	780071.165	368.251
50.7	3932458.296	780078.113	368.247
50.7	3932458.292	780078.121	368.247
50.7	3932458.289	780078.126	368.247
50.7	3932458.278	780078.147	368.247
50.7	3932454.529	780085.196	368.262
50.7	3932453.678	780086.796	368.27
50.7	3932452.174	780089.623	368.273
50.7	3932450.547	780092.684	368.269
50.7	3932447.779	780097.887	368.262
50.7	3932445.963	780101.302	368.262
50.7	3932442.921	780107.022	368.268
50.7	3932442.908	780107.047	368.268
50.7	3932442.876	780107.107	368.268
50.7	3932440.599	780111.387	368.273
50.7	3932438.524	780115.289	368.28
50.7	3932437.488	780117.238	368.284
50.7	3932436.704	780118.712	368.287
50.7	3932434.074	780123.656	368.297
50.7	3932432.507	780126.602	368.289
50.7	3932430.772	780129.865	368.28
50.7	3932430.003	780131.31	368.277
50.7	3932427.716	780135.612	368.269
50.7	3932426.487	780137.923	368.26
50.7	3932424.059	780142.487	368.242
50.7	3932423.015	780144.452	368.236
50.7	3932422.583	780145.262	368.407
50.7	3932420.712	780148.782	369.114
50.7	3932420.215	780149.715	369.296
50.7	3932418.033	780153.818	370.098
50.7	3932417.328	780155.144	370.366
50.7	3932415.464	780158.649	370.38
50.7	3932413.636	780162.086	370.394
50.7	3932412.907	780163.456	370.4
50.7	3932411.058	780166.933	370.413
50.7	3932410.028	780168.869	370.421
50.7	3932407.874	780172.92	370.437
50.7	3932406.81	780174.92	370.444
50.7	3932404.631	780179.017	370.459
50.7	3932403.621	780180.917	370.466
50.7	3932403.009	780182.068	370.47
50.7	3932401.551	780184.808	370.477
50.7	3932399.239	780189.157	370.497
50.7	3932396.765	780193.808	370.518
50.7	3932394.894	780197.327	370.522
50.7	3932391.1	780204.459	370.569
50.7	3932390.988	780204.67	370.57
50.7	3932390.944	780204.753	370.571
50.7	3932390.827	780204.973	370.573
50.7	3932387.042	780212.09	370.627
50.7	3932385.451	780215.081	370.648
50.7	3932383.149	780219.411	370.675
50.7	3932382.183	780221.226	370.687
50.7	3932380.146	780225.056	370.707
50.7	3932379.555	780226.167	370.717
50.7	3932379.247	780226.746	370.715
50.7	3932378.247	780228.627	370.729
50.7	3932377.401	780230.218	370.741
50.7	3932376.967	780231.035	370.737
50.7	3932376.072	780232.716	370.484
50.7	3932375.02	780234.694	370.121
50.7	3932374.113	780236.4	369.807
50.7	3932373.053	780238.394	369.521
50.7	3932372.193	780240.01	369.015
50.7	3932371.618	780241.092	368.719
50.7	3932371.048	780242.164	368.426
50.7	3932370.19	780243.776	367.912
50.7	3932369.421	780245.222	367.912
50.7	3932368.74	780246.503	367.912
50.7	3932367.678	780248.5	367.912
50.7	3932367.139	780249.513	367.912
50.7	3932366.729	780250.285	367.912
50.7	3932366.061	780251.541	367.912
50.7	3932365.015	780253.507	367.912
50.7	3932363.781	780255.828	367.912
50.7	3932363.323	780256.688	367.912
50.7	3932363.128	780257.055	368.08
50.7	3932362.921	780257.445	368.259
50.7	3932361.522	780260.075	369.495
50.7	3932361.338	780260.421	369.658
50.7	3932360.504	780261.99	370.395
50.7	3932359.342	780264.174	370.342
50.7	3932359.22	780264.404	370.318
50.7	3932359.088	780264.652	370.292
50.7	3932357.95	780266.792	370.231
50.7	3932356.014	780270.432	371.841
50.7	3932355.572	780271.262	372.155
50.7	3932355.06	780272.226	372.519
50.8	3932749.618	779781.112	372.907
50.8	3932742.066	779791.906	372.455
50.8	3932739.643	779795.371	372.31
50.8	3932739.031	779796.245	372.278
50.8	3932738.188	779797.45	372.233
50.8	3932728.615	779811.134	371.683
50.8	3932726.681	779813.899	371.578
50.8	3932724.851	779816.514	371.478
50.8	3932719.786	779823.755	371.42
50.8	3932716.823	779827.99	371.385
50.8	3932704.788	779845.193	371.246
50.8	3932704.743	779845.258	371.245
50.8	3932704.728	779845.28	371.244
50.8	3932704.719	779845.292	371.244
50.8	3932704.709	779845.306	371.244
50.8	3932704.671	779845.361	371.243
50.8	3932694.713	779859.595	371.084
50.8	3932688.819	779868.02	370.99
50.8	3932686.291	779871.634	370.95
50.8	3932685.397	779872.912	370.929
50.8	3932684.244	779874.56	370.901
50.8	3932682.406	779877.188	370.874
50.8	3932679.401	779881.483	370.829
50.8	3932673.72	779889.604	370.744
50.8	3932673.391	779890.074	370.741
50.8	3932673.31	779890.189	370.74
50.8	3932673.273	779890.243	370.739
50.8	3932673.231	779890.303	370.738
50.8	3932673.196	779890.353	370.737
50.8	3932673.108	779890.479	370.736
50.8	3932672.373	779891.529	370.717
50.8	3932667.789	779898.082	370.604
50.8	3932666.835	779899.445	370.58
50.8	3932664.377	779902.958	370.519
50.8	3932661.898	779906.502	370.39
50.8	3932661.193	779907.51	370.35
50.8	3932660.551	779908.428	370.314
50.8	3932657.997	779912.078	370.182
50.8	3932656.278	779914.536	369.299
50.8	3932655.871	779915.118	369.105
50.8	3932655.482	779915.674	368.919
50.8	3932653.746	779918.156	368.027
50.8	3932651.168	779921.84	367.857
50.8	3932650.767	779922.414	367.83
50.8	3932650.394	779922.947	367.806
50.8	3932647.781	779926.682	367.634
50.8	3932645.732	779929.611	367.52
50.8	3932645.615	779929.779	367.515
50.8	3932645.505	779929.935	367.509
50.8	3932643.449	779932.875	367.394
50.8	3932643.187	779933.249	367.379
50.8	3932641.862	779935.142	367.303
50.8	3932641.731	779935.33	367.296
50.8	3932641.543	779935.599	367.285
50.8	3932640.012	779937.788	367.197
50.8	3932639.327	779938.766	366.91
50.8	3932639.131	779939.047	366.832
50.8	3932638.917	779939.353	366.747
50.8	3932638.253	779940.301	366.469
50.8	3932637.253	779941.731	365.989
50.8	3932636.74	779942.464	365.753
50.8	3932636.132	779943.334	365.473
50.8	3932635.207	779944.655	365.031
50.8	3932634.32	779945.924	364.334
50.8	3932633.574	779946.99	363.8
50.8	3932632.76	779948.154	363.215
50.8	3932631.929	779949.342	362.567
50.8	3932630.777	779950.988	362.612
50.8	3932629.64	779952.614	362.663
50.8	3932628.364	779954.437	362.72
50.8	3932627.369	779955.86	362.76
50.8	3932626.385	779957.267	362.74
50.8	3932624.756	779959.595	362.709
50.8	3932622.895	779962.255	362.673
50.8	3932622.141	779963.334	362.658
50.8	3932621.791	779963.833	362.964
50.8	3932620.921	779965.077	363.811
50.8	3932620	779966.394	364.709
50.8	3932619.709	779966.81	364.965
50.8	3932619.254	779967.459	365.28
50.8	3932617.569	779969.869	366.37
50.8	3932616.161	779971.882	367.28
50.8	3932615.447	779972.902	367.777
50.8	3932614.657	779974.031	367.891
50.8	3932613.13	779976.214	368.111
50.8	3932611.291	779978.842	368.375
50.8	3932610.815	779979.523	368.444
50.8	3932610.374	779980.153	368.507
50.8	3932608.425	779982.94	368.79
50.8	3932606.236	779986.069	369.107
50.8	3932606.031	779986.361	369.136
50.8	3932605.813	779986.673	369.151
50.8	3932603.937	779989.355	369.297
50.8	3932603.134	779990.503	369.362
50.8	3932600.606	779994.117	369.567
50.8	3932600.237	779994.643	369.596
50.8	3932599.826	779995.231	369.581
50.8	3932596.54	779999.928	369.541
50.8	3932593.593	780004.141	369.504
50.8	3932592.849	780005.205	369.483
50.8	3932592.176	780006.166	369.478
50.8	3932589.331	780010.233	369.463
50.8	3932586.782	780013.877	369.45
50.8	3932585.803	780015.277	369.444
50.8	3932584.957	780016.486	369.394
50.8	3932583.375	780018.747	369.302
50.8	3932581.944	780020.793	369.219
50.8	3932581.027	780022.103	369.165
50.8	3932580.166	780023.334	369.16
50.8	3932579.268	780024.618	369.154
50.8	3932578.378	780025.89	369.147
50.8	3932577.295	780027.438	369.139
50.8	3932576.303	780028.856	369.131
50.8	3932575.379	780030.176	369.124
50.8	3932574.013	780032.13	369.135
50.8	3932572.514	780034.272	369.182
50.8	3932570.834	780036.674	369.234
50.8	3932569.709	780038.282	369.243
50.8	3932568.899	780039.44	369.43
50.8	3932567.391	780041.595	369.782
50.8	3932565.234	780044.678	370.286
50.8	3932565.131	780044.826	370.309
50.8	3932564.817	780045.275	370.316
50.8	3932561.329	780050.26	370.419
50.8	3932559.667	780052.636	370.469
50.8	3932557.163	780056.215	370.478
50.8	3932557.075	780056.341	370.475
50.8	3932555.056	780059.228	370.395
50.8	3932553.076	780062.058	370.319
50.8	3932552.237	780063.257	370.298
50.8	3932549.196	780067.604	370.219
50.8	3932546.916	780070.863	370.16
50.8	3932544.547	780074.249	370.061
50.8	3932543.877	780075.208	370.033
50.8	3932543.091	780076.33	370.001
50.8	3932540.673	780079.787	369.9
50.8	3932539.544	780081.401	369.861
50.8	3932537.739	780083.981	369.798
50.8	3932535.973	780086.506	369.564
50.8	3932535.128	780087.713	369.452
50.8	3932534.891	780088.053	369.413
50.8	3932534.473	780088.649	369.345
50.8	3932532.048	780092.117	368.992
50.8	3932530.48	780094.357	368.954
50.8	3932527.21	780099.031	368.859
50.8	3932527.175	780099.082	368.858
50.8	3932525.483	780101.5	368.812
50.8	3932524.716	780102.597	368.791
50.8	3932523.228	780104.724	368.811
50.8	3932520.579	780108.511	368.846
50.8	3932519.004	780110.762	368.842
50.8	3932516.579	780114.229	368.836
50.8	3932514.908	780116.617	368.876
50.8	3932512.06	780120.688	368.945
50.8	3932511.35	780121.703	368.865
50.8	3932510.188	780123.364	368.726
50.8	3932508.891	780125.218	368.571
50.8	3932508.476	780125.811	368.573
50.8	3932508.367	780125.966	368.574
50.8	3932503.16	780133.41	369.432
50.8	3932502.538	780134.299	369.535
50.8	3932501.845	780135.29	369.692
50.8	3932498.198	780140.502	370.52
50.8	3932496.765	780142.551	370.56
50.8	3932495.318	780144.62	370.58
50.8	3932490.526	780151.47	370.506
50.8	3932489.565	780152.843	370.491
50.8	3932488.774	780153.973	370.475
50.8	3932483.816	780161.061	370.376
